Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),Temp. (K),Int. quantum efficiency (%),Formula
15,8,0.04,7.96,122,63,7,56,281.676,151.964,14.007,137.957,560,200,65,135,5.89,3.04,0,3.04,13,5,2,3,34.0510652,14.53413,5.670385,8.863745,203,74.48,2.52,71.96,430.29476,171.7352,6.07856,165.65664,1469.4,550,7.4,542.6,35.682,24.32,0,24.32,64,40,0.08,39.92,168.4202101,116.27304,0.2268154,116.0462246,450,298,63,Sr1.96Si5N8Eu0.04
15,8,0.04,7.96,140,63,7,56,331.383,151.964,14.007,137.957,575,215,65,150,5.83,3.04,0,3.04,13,5,2,3,33.567862,14.53413,5.211664,9.322466,238.28,109.76,2.52,107.24,527.72048,269.16092,6.07856,263.08236,1498.8,550,7.4,542.6,35.5644,24.32,0,24.32,64,40,0.08,39.92,167.4731318,116.27304,0.2268154,116.0462246,450,298,63,Ba1.96Si5N8Eu0.04
20.8,16,0.4,15.6,200,63,8,55,465.23284,151.964,15.999,135.965,725,185,60,125,8.51,3.44,0,3.44,29,12,2,10,41.591951,13.618054,5.670385,7.947669,336.8,128,25.2,102.8,738.507616,255.984,60.7856,195.1984,1766,960,74,886,61.818,55.04,0,55.04,122,96,0.8,95.2,251.164694,217.888864,2.268154,215.62071,395,298,63.5,CdY2.4MoO16Eu0.4
12.05,4,0.05,3.95,179,64,8,56,415.2631652,157.25,15.999,141.251,755,185,50,135,11.81,3.98,0,3.98,24,7,2,5,59.4608962,17.42282,5.670385,11.752435,190.15,64,3.15,60.85,415.9675746,157.25,7.5982,149.6518,1089.25,360,9.25,350.75,35.07,15.92,0,15.92,63.1,28,0.1,27.9,153.3098077,69.69128,0.28351925,69.40776075,394,298,64,Ca2GdF4PO4Eu0.05
17.05,12,0.05,11.95,209,74,8,66,509.053,183.84,15.999,167.841,560,185,60,125,6.34,3.44,0,3.44,16,6,2,4,33.302265,13.618054,5.670385,7.947669,449.15,222,3.15,218.85,1065.6062,551.52,7.5982,543.9218,1494.25,720,9.25,710.75,48.78,41.28,0,41.28,94.1,72,0.1,71.9,199.5918493,163.416648,0.28351925,163.1331288,393,298,64,Gd2W3O12Eu0.05
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,370,298,64.1,Na2.94Sc2P3O12Eu0.03
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,391,114,39,75,898.28665,277.81094,88.90584,188.9051,1675,630,145,485,43.1,36.12,0,36.12,83,63,2,61,180.133779,142.989567,5.670385,137.319182,392,298,64.43,La2YSnNbO10.5Eu1
16.5,10.5,1,9.5,258,63,8,55,607.39068,151.964,15.999,135.965,910,195,60,135,9.32,3.44,0,3.44,23,6,2,4,45.185366,13.618054,5.5769,8.041154,392.5,99.75,39,60.75,901.5512825,243.0845725,88.90584,154.1787325,1672.5,630,145,485,42.825,36.12,0,36.12,82.75,63,2.5,60.5,180.1571503,142.989567,6.21726,136.772307,392,298,64.59,La1.75YSnNbO10.5Eu1.25
13,8,1,7,179,74,8,66,421.875062,183.84,15.999,167.841,700,220,60,160,8.15,3.44,0,3.44,20,6,1,5,41.97981854,13.618054,4.34066354,9.27739046,254,74,15,59,572.966362,183.84,30.973762,152.866238,1340,480,100,380,33.05,27.52,0,27.52,63,48,2,46,141.6468601,108.944432,5.670385,103.274047,396,298,64.7,K2WPO8Eu1
12,7,0.001,6.999,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.007,56,0.063,55.937,389.558845,137.189673,0.151964,137.037709,1234.97,420,0.185,419.815,30.94911,24.08,0,24.08,56,42,0.002,41.998,127.7440203,95.326378,0.005670385,95.32070762,350,298,64.8,KBa0.999ScSi2O7Eu0.001
16.1,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.732039,13.618054,5.211664,8.40639,208.02,80,1.5,78.5,443.3368426,159.99,3.29628264,156.6937174,1420.8,600,7.4,592.6,44.293,34.4,0,34.4,80.5,60,0.08,59.92,182.3180275,136.18054,0.2268154,135.9537246,360,298,65,BaMgSi4O10Eu0.04Mn0.06
40.7,25,0.06,24.94,198,63,8,55,472.28047,151.964,15.999,135.965,765,215,60,155,7.33,3.44,0,3.44,17,6,2,4,38.228686,13.618054,5.211664,8.40639,833.26,321.48,3.78,317.7,1910.337691,783.4268508,9.11784,774.3090108,4130.9,1500,11.1,1488.9,107.164,86,0,86,199.04,150,0.12,149.88,442.0020431,340.45135,0.3402231,340.1111269,394,298,65,Ba4La5.64Si6O25Eu0.06
6,4,0.5,3.5,156,74,8,66,374.7927693,183.84,15.999,167.841,560,185,60,125,6.07,3.44,0,3.44,15,6,1,5,32.2915457,13.618054,5.1390767,8.4789773,143,74,5.5,68.5,335.3128846,183.84,11.49488464,172.3451154,557.5,240,90,150,15.925,13.76,0,13.76,31.5,24,0.5,23.5,67.74097685,54.472216,2.56953835,51.90267765,247,298,65,Na0.5WO4Eu0.5
20,12,0.01,11.99,206,63,8,55,470.378106,151.964,15.999,135.965,1100,220,60,160,9.89,3.44,0,3.44,25,7,1,6,52.87462574,13.618054,4.34066354,9.27739046,349.07,167.44,0.63,166.81,779.1849648,410.60773,1.51964,409.08809,2056.7,720,1.85,718.15,52.4411,41.28,0,41.28,97,72,0.02,71.98,221.2342765,163.416648,0.05670385,163.3599442,365,298,65,Ba2.99Ca0.8KP3O12Eu0.01Mn0.2
20,12,0.03,11.97,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669,253.53,96,1.89,94.11,532.372527,191.988,4.55892,187.42908,1851.05,720,5.55,714.45,53.3207,41.28,0,41.28,96,72,0.06,71.94,219.3592653,163.416648,0.17011155,163.2465365,370,298,65,Y2Mg1.97Al2Si2O12Eu0.03
10.3,6,0.1,5.9,241,74,3,71,567.90384,183.84,6.94,176.9,1000,185,60,125,10.81,3.44,0,3.44,26,6,1,5,53.50010876,13.618054,5.391714761,8.226339239,191.7,66.6,3,63.6,436.78504,165.456,6.94,158.516,1026.5,360,14.5,345.5,25.896,20.64,0,20.64,48.6,36,0.6,35.4,110.4515193,81.708324,0.709243,80.999081,466,298,65.7,LiYMgW0.9Mo0.1O6Eu0.3
21.3,15,0.4,14.6,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,345.5,126,9,117,762.1529604,287.85,18.99840316,268.8515968,1809.5,900,50,850,63.43,51.6,0,51.6,119,90,1,89,255.4441032,204.27081,2.23076,202.04005,395,298,65.7,NaLa0.4Mo3O15FEu0.9
22.2,15,0.6,14.4,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,395,126,9,117,883.2503244,287.85,18.99840316,268.8515968,1988,900,50,850,64.75,51.6,0,51.6,122,90,1,89,260.4352677,204.27081,3.402231,200.868579,395,298,65.8,NaLa1.6Mo3O15FEu0.6
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,110,42,1.26,40.74,242.36913,102.99525,3.03928,99.95597,680.95,220,3.7,216.3,17.646,6.88,0,6.88,32,12,0.04,11.96,77.93970916,29.06826,0.1134077,28.9548523,450,298,66,Sr0.23Ba0.75Si2O2N2Eu0.02
7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.22,3.44,0,3.44,21,6,2,4,52.8807832,14.53413,5.211664,9.322466,110,42,1.26,40.74,242.36913,102.99525,3.03928,99.95597,680.95,220,3.7,216.3,17.646,6.88,0,6.88,32,12,0.04,11.96,77.93970916,29.06826,0.1134077,28.9548523,450,298,66,Sr0.23Ba0.75Si2N2O2Eu0.02
10.1,6,0.1,5.9,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.76731876,13.618054,5.391714761,8.226339239,200.3,74,3,71,465.18087,183.84,6.94,176.9,1003.5,360,18.5,341.5,25.73,20.64,0,20.64,48.2,36,0.2,35.8,108.7542423,81.708324,0.5670385,81.1412855,393,298,66,LiLaMgWO6Eu0.1
10,6,0.4,5.6,203,71,8,63,475.91417,174.9668,15.999,158.9678,745,185,60,125,7.04,3.44,0,3.44,17,6,2,4,37.5863152,13.618054,5.425871,8.192183,196.8,48,25.2,22.8,434.82205,104.98008,60.7856,44.19448,1044,360,74,286,24.84,20.64,0,20.64,47,36,0.8,35.2,106.217161,81.708324,2.268154,79.44017,396,298,66,Ca2Lu0.6NbO6Eu0.4
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,370,323,66.2,Na2.94Sc2P3O12Eu0.03
21.6,15,0.8,14.2,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,362,126,9,117,802.5187484,287.85,18.99840316,268.8515968,1869,900,50,850,63.87,51.6,0,51.6,120,90,1,89,257.1078247,204.27081,4.46152,199.80929,395,298,66.8,NaLa0.8Mo3O15FEu0.8
22,14,0.2,13.8,176,63,3,60,412.926762,151.964,6.94,145.024,835,215,60,155,9.31,3.44,0,3.44,19,6,1,5,46.37780556,13.618054,5.211664,8.40639,319.4,112,3,109,702.125448,247.1886,6.94,240.2486,1939,840,37,803,61.312,48.16,0,48.16,112,84,0.4,83.6,254.5055888,190.652756,1.134077,189.518679,394,298,67,Ba1.8LiGaP4O14Eu0.2
42,26,2,24,237,63,8,55,561.18631,151.964,15.999,135.965,945,215,60,155,8.55,3.44,0,3.44,20,6,2,4,44.445946,13.618054,5.211664,8.40639,816.8,208,84,124,1841.723416,415.974,168.51,247.464,4138,1560,430,1130,109.164,89.44,0,89.44,205.6,156,4,152,460.291546,354.069404,10.423328,343.646076,397,298,67.46,Ba2Y3.2La2.4Si6O26Eu2.4
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,370,373,67.5,Na2.94Sc2P3O12Eu0.03
20.5,16,0.5,15.5,200,63,8,55,465.23284,151.964,15.999,135.965,725,185,60,125,8.51,3.44,0,3.44,29,12,2,10,41.591951,13.618054,5.670385,7.947669,327.5,128,31.5,96.5,718.14168,255.984,75.982,180.002,1712.5,960,92.5,867.5,61.33,55.04,0,55.04,121,96,1,95,249.2448285,217.888864,2.8351925,215.0536715,395,298,67.5,CdY2MoO16Eu0.5
13,8,0.2,7.8,210,71,8,63,492.8433313,174.9668,15.999,158.9678,845,185,60,125,9.72,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,207.6,64,14.2,49.8,457.4598606,127.992,30.973762,97.018238,1268,480,35,445,33.93,27.52,0,27.52,63,48,0.4,47.6,142.4231836,108.944432,1.0851742,107.8592578,396,298,67.7,Na2Lu0.2MoO8PEu0.8
17.05,12,0.05,11.95,202,74,8,66,490.70847,183.84,15.999,167.841,575,195,60,135,6.24,3.44,0,3.44,17,6,2,4,32.729369,13.618054,5.5769,8.041154,435.15,222,3.15,218.85,1028.91714,551.52,7.5982,543.9218,1524.25,720,9.25,710.75,48.58,41.28,0,41.28,96.1,72,0.1,71.9,198.4460573,163.416648,0.28351925,163.1331288,393,298,68,La2W3O12Eu0.05
19,9,0.15,8.85,118,63,3,60,274.61884,151.964,6.94,145.024,655,185,60,125,7.68,3.44,0,3.44,15,6,1,5,39.19543276,13.618054,5.391714761,8.226339239,164.4,72,5.85,66.15,360.566276,143.991,13.335876,130.655124,1849.25,870,27,843,43.143,30.96,0,30.96,71.15,54,0.45,53.55,185.5592478,122.562486,0.932589,121.629897,393,298,68,Li6Y0.15B3O9Eu0.85
18.79,11,0.07,10.93,212,74,8,66,512.1197693,183.84,15.999,167.841,775,215,60,155,6.96,3.44,0,3.44,17,6,1,5,37.5032097,13.618054,5.1390767,8.4789773,470.73,208.32,4.41,203.91,1111.142459,510.85644,10.63748,500.21896,2102.75,799.8,12.95,786.85,46.4108,37.84,0,37.84,87.58,66,0.14,65.86,195.5891244,149.798594,0.39692695,149.4016671,395,298,68.1,Ba3.72Na2W2O11Eu0.07
45,28,0.08,27.92,157,63,8,55,355.81767,151.964,15.999,135.965,855,200,60,140,9.25,3.44,0,3.44,20,6,2,4,49.6777172,13.618054,5.670385,7.947669,668,300.96,5.04,295.92,1440.156762,693.9504,12.15712,681.79328,4288.8,1680,14.8,1665.2,121.844,96.32,0,96.32,224,168,0.16,167.84,514.477018,381.305512,0.4536308,380.8518812,400,298,68.2,Sr7.92MgScP7O28Eu0.08
12.03,7,0.03,6.97,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,165.89,56,1.89,54.11,358.65892,137.327,4.55892,132.76808,1160.55,420,5.55,414.45,31.39,24.08,0,24.08,56.06,42,0.06,41.94,132.3039896,95.326378,0.17011155,95.15626645,320,298,69,BaMg2Si2O7Eu0.03
16.08,10,0.04,9.96,178,63,8,55,412.618044,151.964,15.999,135.965,860,215,60,155,9.09,3.44,0,3.44,23,7,2,5,47.732039,13.618054,5.211664,8.40639,207.52,80,1,79,442.2380818,159.99,2.19752176,157.7924782,1418,600,5.6,594.4,44.262,34.4,0,34.4,80.36,60,0.08,59.92,182.1693471,136.18054,0.2268154,135.9537246,360,298,69,BaMgSi4O10Eu0.04Mn0.04
12,8,0.2,7.8,212,74,3,71,515.993,183.84,6.94,176.9,705,185,60,125,7.32,3.44,0,3.44,17,6,1,5,38.69397976,13.618054,5.391714761,8.226339239,278.2,148,3,145,655.6332,367.68,6.94,360.74,1079,480,36,444,32.14,27.52,0,27.52,63,48,0.4,47.6,135.830474,108.944432,1.2299592,107.7144728,395,298,69,LiGd0.2W2O8Eu0.8
19.99,12,0.01,11.99,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.3708384,163.416648,0.05670385,163.3599442,370,423,69.6,Na2.98Sc2P3O12Eu0.01
6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.904,30.4,0.504,29.896,176.4148505,70.096,1.215712,68.880288,627.48,195,1.48,193.52,13.59,9.12,0,9.12,24.016,15,0.016,14.984,63.56372928,43.60239,0.04536308,43.55702692,450,298,69.7,Sr0.8Ca0.2AlSiN3Eu0.008
10,6,0.5,5.5,224,74,3,71,540.298,183.84,6.94,176.9,855,185,60,125,8.63,3.44,0,3.44,19,6,1,5,46.34021476,13.618054,5.391714761,8.226339239,200.5,74,3,71,465.686,183.84,6.94,176.9,972.5,360,90,270,25.23,20.64,0,20.64,47,36,1,35,108.5203943,81.708324,2.8351925,78.8731315,395,298,69.8,LiGd0.5MgWO6Eu0.5
13,8,0.1,7.9,248,83,8,75,589.334962,208.9804,15.999,192.9814,885,235,60,175,10.51,3.44,0,3.44,25,6,1,5,48.330199,13.618054,4.177128,9.440926,276,74.7,6.3,68.4,629.130122,188.08236,15.1964,172.88596,1357.5,480,18.5,461.5,35.22,27.52,0,27.52,65.7,48,0.2,47.8,142.0018069,108.944432,0.5670385,108.3773935,393.5,298,70,Rb2Bi0.9PO8MoEu0.1
32,19,0.05,18.95,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.35,156,3.15,152.85,765.818312,323.778462,7.5982,316.180262,2853.5,1500,9.25,1490.75,85.5255,65.36,0,65.36,152,114,0.1,113.9,335.8068469,258.743026,0.28351925,258.4595068,350,298,70,Ba0.95Al12O19Eu0.05
45,28,1,27,136,63,8,55,304.394762,151.964,15.999,135.965,660,185,60,125,8.28,3.44,0,3.44,27,12,2,10,45.2824792,13.618054,5.670385,7.947669,582,224,30,194,1202.756334,447.972,65.38,382.592,4140,1680,135,1545,121.3,96.32,0,96.32,233,168,2,166,518.6821396,381.305512,5.670385,375.635127,391,298,70,Ca8ZnP7O28Eu1
6.05,4,0.05,3.95,133,63,8,55,307.81034,151.964,15.999,135.965,560,185,60,125,6.29,3.44,0,3.44,16,6,2,4,32.251886,13.618054,5.670385,7.947669,97.15,39,3.15,35.85,211.44154,88.90584,7.5982,81.30764,564.25,240,9.25,230.75,16.61,13.76,0,13.76,32.1,24,0.1,23.9,67.71918225,54.472216,0.28351925,54.18869675,291,298,70,YVO4Eu0.05
13,8,0.3,7.7,218,74,8,66,510.780902,183.84,15.999,167.841,880,220,60,160,9.37,3.44,0,3.44,23,6,1,5,48.19707854,13.618054,4.34066354,9.27739046,246.8,74,11.7,62.3,554.048914,183.84,26.671752,157.168248,1338.5,480,54,426,33.416,27.52,0,27.52,63.3,48,0.9,47.1,141.8109226,108.944432,1.865178,107.079254,395,298,70.5,K2Y0.3WO8PEu0.7
10,6,0.5,5.5,224,74,3,71,540.298,183.84,6.94,176.9,855,185,60,125,8.63,3.44,0,3.44,19,6,1,5,46.34021476,13.618054,5.391714761,8.226339239,200.5,74,3,71,465.686,183.84,6.94,176.9,972.5,360,90,270,25.23,20.64,0,20.64,47,36,1,35,108.5203943,81.708324,2.8351925,78.8731315,465,298,70.6,LiGd0.5MgWO6Eu0.5
7.02,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916,14.53413,5.211664,9.322466,115.26,56,1.26,54.74,256.54828,137.327,3.03928,134.28772,688.7,220,3.7,216.3,17.65,6.88,0,6.88,32.04,12,0.04,11.96,77.9328057,29.06826,0.1134077,28.9548523,450,298,71,BaSi2N2O2Eu0.02
7,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916,14.53413,5.211664,9.322466,114.14,54.88,1.26,53.62,253.80174,134.58046,3.03928,131.54118,684.4,220,3.7,216.3,17.6322,6.88,0,6.88,32,12,0.04,11.96,77.82857242,29.06826,0.1134077,28.9548523,450,298,71,Ba0.98Si2N2O2Eu0.02
10,6,0.05,5.95,117,63,8,55,263.9936773,151.964,15.999,135.965,695,185,60,125,7.63,3.44,0,3.44,16,6,1,5,39.1406887,13.618054,5.1390767,8.4789773,110.6,48,3.15,44.85,226.5583888,95.994,7.5982,88.3958,920.25,360,9.25,350.75,26.6835,20.64,0,20.64,48.05,36,0.1,35.9,109.7388221,81.708324,0.28351925,81.42480475,365,298,71.7,Na0.95ScSi2O6Eu0.05
12.02,7,0.02,6.98,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,165.26,56,1.26,54.74,357.13928,137.327,3.03928,134.28772,1158.7,420,3.7,416.3,31.39,24.08,0,24.08,56.04,42,0.04,41.96,132.2472857,95.326378,0.1134077,95.2129703,320,298,72,BaMg2Si2O7Eu0.02
19.97,12,0.03,11.97,118,63,8,55,266.8824393,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,217.23,96,1.89,94.11,446.9699437,191.988,4.55892,187.42908,1874.75,720,5.55,714.45,53.3042,41.28,0,41.28,96,72,0.06,71.94,223.278683,163.416648,0.17011155,163.2465365,370,423,72.4,Na2.94Sc2P3O12Eu0.03
21.9,15,0.7,14.3,190,63,8,55,444.8066424,151.964,15.999,135.965,815,195,50,145,11.61,3.98,0,3.98,25,7,1,6,54.5196657,17.42282,5.1390767,12.2837433,378.5,126,9,117,842.8845364,287.85,18.99840316,268.8515968,1928.5,900,50,850,64.31,51.6,0,51.6,121,90,1,89,258.7715462,204.27081,3.9692695,200.3015405,395,298,72.5,NaLa1.2Mo3O15FEu0.7
12.6,8,0.6,7.4,220,74,8,66,532.0427693,183.84,15.999,167.841,740,185,60,125,7.27,3.44,0,3.44,17,6,1,5,38.4413417,13.618054,5.1390767,8.4789773,324.8,148,11,137,767.0901693,367.68,22.98976928,344.6902307,1221,480,111,369,33.05,27.52,0,27.52,64.2,48,1,47,139.3635957,108.944432,3.402231,105.542201,395,298,73,NaGdW2O8Eu0.6
13,8,0.4,7.6,210,71,8,63,492.8433313,174.9668,15.999,158.9678,845,185,60,125,9.72,3.44,0,3.44,22,6,1,5,47.4325027,13.618054,5.1390767,8.4789773,209.2,64,15,49,462.0604206,127.992,30.973762,97.018238,1266,480,70,410,34.13,27.52,0,27.52,63,48,0.8,47.2,142.3742808,108.944432,2.1703484,106.7740836,396,298,73.1,Na2Lu0.4MoO8PEu0.6
6,4,0.4,3.6,166,83,9,74,402.9325724,208.9804,18.99840316,189.9819968,575,185,50,135,6.81,3.98,0,3.98,15,7,1,6,35.5177977,17.42282,5.1390767,12.2837433,122,49.8,11,38.8,285.1572219,125.38824,22.98976928,102.3984707,550,200,74,126,17.99,15.92,0,15.92,32.8,28,0.8,27.2,81.4698203,69.69128,2.268154,67.423126,394,298,73.1,NaBi0.6F4Eu0.4
10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.94,3.44,0,3.44,17,6,2,4,38.3770352,13.618054,5.425871,8.192183,228.8,73,25.2,47.8,522.86356,180.94788,60.7856,120.16228,1044,360,74,286,24.74,20.64,0,20.64,47,36,0.8,35.2,107.007881,81.708324,2.268154,79.44017,396,298,74,Ca2Lu0.6TaO6Eu0.4
32,19,0.07,18.93,140,63,8,55,332.2715385,151.964,15.999,135.965,585,215,60,155,5.94,3.44,0,3.44,13,6,2,4,30.4858714,13.618054,5.211664,8.40639,364.49,156,4.41,151.59,766.111052,323.778462,10.63748,313.140982,2852.9,1500,12.95,1487.05,85.5077,65.36,0,65.36,152,114,0.14,113.86,335.8160213,258.743026,0.39692695,258.346099,350,298,75,Ba0.93Al12O19Eu0.07
45,28,0.1,27.9,193,63,8,55,443.300232,151.964,15.999,135.965,855,195,60,135,9.38,3.44,0,3.44,30,12,2,10,50.8593792,13.618054,5.5769,8.041154,581.4,224,5.7,218.3,1201.450481,447.972,13.890547,434.081453,4141,1680,19.5,1660.5,121.41,96.32,0,96.32,233.1,168,0.3,167.7,518.6727911,381.305512,0.55769,380.747822,391,298,75,Ca8ZnLa0.1P7O28Eu0.9
46,28,0.1,27.9,109,63,3,60,245.954762,151.964,6.94,145.024,670,185,60,125,7.61,3.44,0,3.44,16,6,1,5,41.27999496,13.618054,5.391714761,8.226339239,536.3,224,3,221,1083.696934,447.972,6.94,441.032,4325.5,1782,18.5,1763.5,122.53,96.32,0,96.32,224,168,0.2,167.8,521.1913037,381.305512,0.5670385,380.7384735,393,298,75,Ca9.9LiP7O28Eu0.1
19,12,0.06,11.94,163,63,8,55,375.462602,151.964,15.999,135.965,725,200,60,140,7.8,3.44,0,3.44,18,6,2,4,41.6872522,13.618054,5.670385,7.947669,295.44,114,3.78,110.22,640.4586156,262.86,9.11784,253.74216,1800.3,720,11.1,708.9,51.8468,41.28,0,41.28,95.94,72,0.12,71.88,218.1457551,163.416648,0.3402231,163.0764249,392,298,75,Sr3Y0.94P3O12Eu0.06
16.04,10,0.04,9.96,153,63,8,55,357.68,151.964,15.999,135.965,720,215,60,155,7.54,3.44,0,3.44,16,6,2,4,40.298021,13.618054,5.211664,8.40639,206.52,80,2.52,77.48,440.04056,159.99,6.07856,153.91144,1412.4,600,7.4,592.6,44.2,34.4,0,34.4,80.08,60,0.08,59.92,181.8719864,136.18054,0.2268154,135.9537246,360,298,75.3,BaMgSi4O10Eu0.04
7.02,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,79.26,28,1.26,26.74,159.29928,56.17,3.03928,53.13072,653.7,220,3.7,216.3,17.76,6.88,0,6.88,32.04,12,0.04,11.96,78.8342969,29.06826,0.1134077,28.9548523,450,298,76,CaSi2N2O2Eu0.02
7,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.38,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,78.86,28,1.26,26.74,158.49772,56.17,3.03928,53.13072,650.1,220,3.7,216.3,17.74,6.88,0,6.88,32,12,0.04,11.96,78.7120338,29.06826,0.1134077,28.9548523,450,298,76,Ca0.98Si2N2O2Eu0.02
12,7,0.01,6.99,181,63,8,55,417.429208,151.964,15.999,135.965,950,220,60,160,8.41,3.44,0,3.44,18,6,1,5,43.55393954,13.618054,4.34066354,9.27739046,180.07,56,0.63,55.37,389.690578,135.95373,1.51964,134.43409,1234.7,420,1.85,418.15,30.9411,24.08,0,24.08,56,42,0.02,41.98,127.7481488,95.326378,0.05670385,95.26967415,350,298,76.8,KBa0.99ScSi2O7Eu0.01
